assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,9,100,100,0,15237,0,0,-2,2,2.2,0,3,0.5,0.5,1,Andrew,0.5,1,0,0.9,80,False,6.4,57,,2019-06-25T11:30:07.022396Z,48,0,0,0,15237.jpg,1.0,0,0,Surman,0.0,False,None,a,3,91,0.0,3,672,88,2474,185,0.1,0.6,Surman,0
0,0,0,0,0,0,40387,0,0,-1,1,0.0,0,3,0.0,0.0,0,Dan,0.0,0,0,0.0,81,False,0.0,0,Hip injury - Expected back 02 Nov,2019-07-30T10:30:13.907385Z,49,0,0,0,40387.jpg,0.0,0,0,Gosling,0.0,False,None,i,3,91,0.0,0,70,14,737,41,0.0,0.0,Gosling,0
0,0,52,None,None,0,152551,0,0,-1,1,9.9,0,3,1.0,1.0,1,Jefferson,1.0,9,0,7.6,82,False,56.8,463,,None,49,0,0,0,152551.jpg,1.3,0,0,Lerma,0.2,False,None,a,3,91,10.0,8,5247,271,10596,883,0.2,1.6,Lerma,3
0,0,21,None,None,0,154131,0,0,-1,1,2.2,0,2,0.8,0.8,1,Jack,0.8,2,0,3.3,446,False,30.4,180,,None,44,0,0,0,154131.jpg,1.5,0,0,Stacey,0.1,False,None,a,3,91,0.0,3,1472,374,5089,314,0.2,0.7,Stacey,1
1,0,77,None,None,0,168991,0,0,0,0,56.5,0,3,2.5,2.5,5,Philip,2.5,9,0,22.6,476,False,112.8,495,,None,50,0,0,0,168991.jpg,2.0,0,0,Billing,0.2,False,None,a,3,91,57.0,12,8010,2069,8473,830,0.5,2.4,Billing,2
0,0,0,100,0,0,220307,0,0,-2,2,0.0,0,3,0.0,0.0,0,Arnaut,0.0,0,0,0.0,492,False,0.0,0,,2019-08-12T10:00:14.019366Z,58,0,0,0,220307.jpg,0.0,0,0,Danjuma Groeneveld,0.0,False,None,a,3,91,0.0,0,213,29,3570,72,0.0,0.0,Danjuma,0
1,3,113,None,None,0,225321,0,0,0,0,10.0,1,1,3.8,3.8,10,Aaron,3.8,10,0,18.2,494,False,171.2,540,,None,45,0,0,0,225321.jpg,3.5,0,22,Ramsdale,0.7,False,None,a,3,91,0.0,21,47594,22241,13390,3489,0.8,4.7,Ramsdale,0
0,1,84,None,None,0,153682,1,-1,1,-1,48.6,0,3,3.8,3.8,6,Harry,3.8,7,3,27.5,505,False,110.0,309,,None,61,0,0,0,153682.jpg,4.6,0,0,Wilson,3.8,False,None,a,3,91,115.0,23,295860,64770,130565,14981,0.6,3.8,Harry Wilson,1
0,0,65,0,None,1,61933,-1,1,-1,1,1.6,0,2,-0.2,0.3,0,Shane,0.8,4,0,7.9,37,False,64.2,360,Calf injury - Unknown return date,2019-09-25T22:00:12.331496Z,49,0,0,0,61933.jpg,2.8,0,0,Duffy,1.8,False,None,i,4,36,13.0,11,32011,650,94109,22469,0.2,2.2,Duffy,0
0,0,72,100,100,2,86153,0,0,0,0,61.9,0,2,0.5,1.0,6,Martín,1.5,7,0,15.6,38,False,75.8,450,,2019-09-14T16:30:10.724610Z,45,0,0,0,86153.jpg,2.8,0,0,Montoya,0.7,False,None,a,4,36,18.0,14,45182,760,43957,3882,0.3,3.1,Montoya,1
0,0,14,0,25,0,209362,0,0,-1,1,16.2,0,2,-0.4,-0.1,0,Bernardo,0.2,3,0,2.9,39,False,10.8,67,Knock - Unknown return date,2019-09-14T16:30:10.738160Z,44,0,0,0,209362.jpg,1.0,0,0,Fernandes da Silva Junior,0.1,False,None,i,4,36,2.0,2,1491,17,5598,847,0.0,0.5,Bernardo,0
0,0,0,0,0,0,52484,0,0,-1,1,0.0,0,2,0.0,0.0,0,Leon,0.0,0,0,0.0,40,False,0.0,0,Muscle injury - Expected back 05 Oct,2019-09-12T13:00:14.154646Z,44,0,0,0,52484.jpg,0.0,0,0,Balogun,0.1,False,None,i,4,36,0.0,0,560,7,3264,416,0.0,0.0,Balogun,0
0,0,6,None,None,0,42748,0,0,-1,1,0.8,0,2,-0.5,0.0,1,Gaëtan,0.5,1,0,0.1,41,False,0.4,10,,None,44,0,0,0,42748.jpg,1.0,0,0,Bong,0.1,False,None,a,4,36,0.0,2,1117,134,4371,373,0.1,0.5,Bong,0
1,5,124,None,None,2,83299,0,0,1,-1,16.8,1,2,1.0,1.5,6,Lewis,2.0,8,0,19.5,42,False,129.2,540,,None,46,0,0,0,83299.jpg,3.7,0,0,Dunk,10.7,False,None,a,4,36,48.0,22,448207,13240,267041,32793,0.4,4.8,Dunk,3
0,0,0,0,0,0,178173,0,0,-1,1,0.0,0,2,0.0,0.0,0,Matthew,0.0,0,0,0.0,43,False,0.0,0,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,0,0,0,178173.jpg,0.0,0,0,Clarke,0.0,False,None,n,4,36,0.0,0,116,9,895,31,0.0,0.0,Clarke,0
0,0,9,None,None,2,20529,-1,1,-3,3,28.6,0,4,0.0,0.5,0,Glenn,1.0,3,0,7.7,44,False,6.8,254,,None,57,0,0,0,20529.jpg,1.6,0,0,Murray,1.2,False,None,a,4,36,44.0,8,35147,958,176036,10894,0.2,1.4,Murray,0
0,0,5,0,0,1,106757,0,0,-2,2,1.3,0,4,0.0,0.0,0,Jürgen,0.2,1,0,3.3,45,False,3.2,85,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-29T13:00:09.129312Z,53,0,0,0,106757.jpg,1.5,0,0,Locadia,0.1,False,None,n,4,36,30.0,3,6308,11,21077,815,0.0,0.6,Locadia,0
0,1,20,0,0,0,93284,0,0,-1,1,11.3,0,4,0.0,0.0,0,Florin,-0.5,2,1,7.6,46,False,45.0,71,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,49,0,0,0,93284.jpg,1.7,1,0,Andone,0.6,False,None,n,4,36,21.0,5,159016,96,177026,7384,-0.1,1.0,Andone,0
0,5,118,None,None,2,131897,0,0,1,-1,0.0,0,1,2.2,2.7,10,Mathew,3.2,8,0,11.5,47,False,114.8,540,,None,46,0,0,0,131897.jpg,4.0,0,13,Ryan,12.6,False,None,a,4,36,0.0,24,319203,15908,311560,25945,0.7,5.2,Ryan,0
0,0,0,None,None,0,50093,0,0,0,0,0.0,0,1,-1.0,-0.5,0,David,0.0,0,0,0.0,48,False,0.0,0,,None,40,0,0,0,50093.jpg,0.0,0,0,Button,25.3,False,None,a,4,36,0.0,0,313399,26630,271855,30655,0.0,0.0,Button,0
1,1,67,None,None,2,60307,0,0,0,0,209.7,0,3,0.8,1.3,3,Pascal,1.8,4,0,32.1,49,False,48.2,355,,None,65,0,0,0,60307.jpg,2.7,0,0,Groß,0.7,False,None,a,4,36,63.0,16,58884,654,70409,5067,0.3,2.5,Groß,0
0,0,0,50,0,0,165210,0,0,-2,2,0.0,0,3,0.0,0.0,0,Alireza,0.0,0,0,0.0,50,False,0.0,0,Muscle injury - 50% chance of playing,2019-09-19T14:00:12.919069Z,58,0,0,0,165210.jpg,0.0,0,0,Jahanbakhsh,0.1,False,None,d,4,36,0.0,0,462,11,3836,422,0.0,0.0,Jahanbakhsh,0
0,0,0,0,0,0,167473,0,0,-1,1,0.0,0,3,0.0,0.0,0,José Heriberto,0.0,0,0,0.0,51,False,0.0,0,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,0,0,0,167473.jpg,0.0,0,0,Izquierdo Mena,0.0,False,None,i,4,36,0.0,0,70,6,153,9,0.0,0.0,Izquierdo,0
0,0,0,0,0,0,83543,0,0,-1,1,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,52,False,0.0,0,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,n,4,36,0.0,0,111,8,707,28,0.0,0.0,Knockaert,0
0,0,2,100,100,0,227127,0,0,0,0,6.4,0,3,-0.8,-0.3,1,Yves,0.2,0,0,1.9,53,False,5.2,8,,2019-06-25T11:30:06.944296Z,50,0,0,0,227127.jpg,1.0,0,0,Bissouma,0.0,False,None,a,4,36,7.0,1,173,61,206,42,0.0,0.2,Bissouma,0
1,0,80,None,None,2,66242,0,0,0,0,91.2,0,3,1.2,1.7,3,Davy,2.2,8,0,26.6,54,False,102.2,540,,None,50,0,0,0,66242.jpg,2.8,0,0,Pröpper,0.7,False,None,a,4,36,72.0,17,79041,687,59649,4659,0.4,3.4,Pröpper,0
1,3,76,50,None,2,109345,0,0,-1,1,114.1,0,3,1.7,2.7,0,Solomon,3.2,6,0,30.3,55,False,97.0,426,Hamstring injury - 50% chance of playing,2019-09-21T18:30:19.376002Z,49,0,0,0,109345.jpg,3.6,0,0,March,0.5,False,None,d,4,36,91.0,18,29771,1437,29839,8235,0.7,3.7,March,0
0,0,0,0,0,0,38490,0,0,-1,1,0.0,0,3,0.0,0.0,0,Beram,0.0,0,0,0.0,56,False,0.0,0,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,44,0,0,0,38490.jpg,0.0,0,0,Kayal,0.1,False,None,n,4,36,0.0,0,1955,419,4651,335,0.0,0.0,Kayal,0
0,0,88,None,None,2,40845,0,0,0,0,52.4,0,3,1.2,1.7,3,Dale,2.2,7,0,19.2,57,False,93.0,527,,None,45,0,0,0,40845.jpg,2.3,0,0,Stephens,2.9,False,None,a,4,36,46.0,14,100713,9054,114054,11645,0.5,3.1,Stephens,0
0,0,40,0,0,0,116216,0,0,-1,1,87.1,0,3,0.0,0.0,0,Leandro,1.0,6,1,25.5,421,False,57.8,247,Groin Injury - Expected back 19 Oct,2019-09-06T08:30:17.439483Z,59,0,0,0,116216.jpg,3.7,0,0,Trossard,0.2,False,None,i,4,36,111.0,11,43746,42,77288,3743,0.2,1.9,Trossard,0
0,0,89,None,None,2,78916,0,0,0,0,79.1,0,2,1.2,1.7,6,Dan,2.2,8,0,18.8,475,False,88.2,540,,None,45,0,0,0,78916.jpg,2.8,0,0,Burn,0.2,False,None,a,4,36,22.0,17,13699,820,7684,930,0.5,3.8,Burn,0
0,2,55,None,None,1,110735,0,0,-1,1,25.3,0,2,1.5,2.0,8,Adam,2.5,5,0,8.0,493,False,49.0,270,,None,44,0,0,0,110735.jpg,3.3,0,0,Webster,0.1,False,None,a,4,36,6.0,10,2737,1704,3249,452,0.6,2.3,Webster,0
0,3,61,None,None,2,115382,0,0,0,0,38.5,0,4,2.5,3.0,2,Neal,3.5,4,2,38.7,502,False,79.6,352,,None,60,0,0,0,115382.jpg,3.5,0,0,Maupay,0.6,False,None,a,4,36,269.0,21,59392,2825,52795,5727,0.6,3.5,Maupay,0
0,0,20,None,None,1,74471,0,0,-1,1,16.4,0,3,0.0,0.5,3,Aaron,1.0,1,0,3.1,516,False,5.8,84,,None,49,0,0,0,74471.jpg,1.7,0,0,Mooy,0.2,False,None,a,4,36,9.0,5,4149,294,13053,682,0.2,1.0,Mooy,0
0,0,3,None,None,0,233425,0,0,0,0,5.2,0,4,0.0,0.5,1,Aaron,1.0,2,0,4.7,534,False,3.2,50,,None,45,0,0,0,233425.jpg,1.0,0,0,Connolly,0.5,False,None,a,4,36,39.0,3,37361,12112,10941,4371,0.2,0.7,Connolly,0
0,0,0,None,None,0,213056,0,0,0,0,0.0,0,2,-1.0,-0.5,0,Tudor,0.0,0,0,0.0,536,False,0.0,0,,None,40,0,0,0,213056.jpg,0.0,0,0,Baluta,0.1,False,None,a,4,36,0.0,0,6544,3147,1583,976,0.0,0.0,Baluta,0
0,0,10,None,None,1,235382,0,0,0,0,24.4,0,3,0.5,1.0,3,Steven,1.5,0,0,4.1,537,False,10.4,90,,None,45,0,0,0,235382.jpg,3.0,0,0,Alzate,0.0,False,None,a,4,36,6.0,3,1185,1001,220,192,0.3,0.7,Alzate,0
0,0,90,None,None,2,51927,0,0,0,0,21.6,0,2,3.3,2.8,6,Ben,2.8,7,0,17.3,83,False,114.2,540,,None,50,0,0,0,51927.jpg,3.0,0,0,Mee,1.0,False,None,a,5,90,37.0,18,26712,6369,22765,2478,0.6,3.6,Mee,0
0,0,87,100,100,2,17761,0,0,0,0,11.7,0,2,3.0,2.5,6,James,2.5,7,0,21.5,84,False,110.6,540,,2019-08-03T18:30:13.047591Z,50,0,0,0,17761.jpg,2.8,0,0,Tarkowski,1.6,False,None,a,5,90,93.0,17,33890,4255,40162,3299,0.5,3.4,Tarkowski,1
0,0,96,None,None,2,68983,0,0,0,0,116.2,0,2,3.3,2.8,6,Matthew,2.8,7,0,23.3,85,False,108.4,540,,None,45,0,0,0,68983.jpg,3.0,0,0,Lowton,1.0,False,None,a,5,90,7.0,18,62876,9559,22865,3531,0.6,4.0,Lowton,0
0,0,0,None,None,0,17997,0,0,-1,1,0.0,0,2,0.5,0.0,0,Phil,0.0,0,0,0.0,86,False,0.0,0,,None,44,0,0,0,17997.jpg,0.0,0,0,Bardsley,0.1,False,None,a,5,90,0.0,0,1516,137,5137,521,0.0,0.0,Bardsley,0
0,0,0,None,None,0,103914,0,0,-2,2,0.0,0,2,0.5,0.0,0,Charlie,0.0,0,0,0.0,87,False,0.0,0,,None,43,0,0,0,103914.jpg,0.0,0,0,Taylor,0.6,False,None,a,5,90,0.0,0,4218,461,55983,3568,0.0,0.0,Taylor,0
0,0,0,100,100,0,41674,0,0,-1,1,0.0,0,2,0.5,0.0,0,Kevin,0.0,0,0,0.0,88,False,0.0,0,,2019-08-04T11:00:17.994252Z,44,0,0,0,41674.jpg,0.0,0,0,Long,0.1,False,None,a,5,90,0.0,0,1896,227,4622,513,0.0,0.0,Long,0
0,0,0,100,100,0,83312,0,0,0,0,0.0,0,2,0.5,0.0,0,Ben,0.0,0,0,0.0,89,False,0.0,0,,2019-07-31T00:00:11.168991Z,40,0,0,0,83312.jpg,0.0,0,0,Gibson,2.9,False,None,a,5,90,0.0,0,51969,4686,76111,8793,0.0,0.0,Gibson,0
0,4,106,100,100,3,44699,-1,1,1,-1,15.8,1,4,3.7,3.2,2,Ashley,3.2,5,4,40.6,90,False,145.0,490,,2019-09-12T15:00:18.746866Z,66,0,0,0,44699.jpg,5.2,0,0,Barnes,8.5,False,None,a,5,90,253.0,31,960680,27910,578145,125535,0.5,4.6,Barnes,1
0,3,60,None,None,2,60689,-1,1,-3,3,55.3,1,4,4.7,4.2,13,Chris,4.2,6,2,34.8,91,False,83.4,485,,None,62,1,0,0,60689.jpg,3.5,0,0,Wood,0.9,False,None,a,5,90,215.0,21,39707,20598,90471,4694,0.7,3.4,Wood,0
1,0,12,None,None,0,81183,0,0,-1,1,10.8,0,4,1.5,1.0,0,Matej,1.0,0,0,3.0,92,False,17.0,12,,None,54,0,0,0,81183.jpg,4.0,0,0,Vydra,0.1,False,None,a,5,90,2.0,4,2679,279,4257,468,0.2,0.7,Vydra,0
0,1,132,100,100,2,98747,0,0,1,-1,20.3,0,1,3.7,3.2,6,Nick,3.2,7,0,18.9,93,False,167.6,540,,2019-07-31T00:00:11.182051Z,46,0,0,0,98747.jpg,4.0,0,23,Pope,14.4,False,None,a,5,90,2.0,24,673849,75292,171491,13076,0.7,5.2,Pope,0
0,0,0,None,None,0,15749,0,0,-1,1,0.0,0,1,0.5,0.0,0,Joe,0.0,0,0,0.0,95,False,0.0,0,,None,44,0,0,0,15749.jpg,0.0,0,0,Hart,1.5,False,None,a,5,90,0.0,0,13013,1528,56883,4759,0.0,0.0,Hart,0
0,1,51,100,75,2,60586,0,0,0,0,107.4,0,3,1.0,0.6,0,Johann Berg,0.8,2,1,22.1,96,False,67.8,226,,2019-08-25T18:00:16.403317Z,60,0,0,0,60586.jpg,4.7,0,0,Gudmundsson,0.7,False,None,a,5,90,46.0,14,78656,210,98721,4759,0.1,2.3,Gudmundsson,0
3,0,90,75,100,3,433154,0,0,0,0,123.1,0,3,4.5,4.0,6,Dwight,4.0,6,0,27.7,97,False,82.2,516,Dead leg - 75% chance of playing,2019-09-26T14:30:17.961067Z,60,0,0,0,433154.jpg,4.0,0,0,McNeil,0.5,False,None,d,5,90,72.0,24,28814,6205,25723,4257,0.7,4.0,McNeil,0
0,0,3,100,100,0,90517,0,0,0,0,0.1,0,3,0.7,0.2,1,Robbie,0.2,0,0,0.0,98,False,0.0,1,,2019-07-31T00:00:11.195874Z,55,0,0,0,90517.jpg,1.0,0,0,Brady,0.0,False,None,a,5,90,0.0,1,357,105,1053,76,0.0,0.2,Brady,0
0,0,0,0,0,0,39847,0,0,0,0,0.0,0,3,0.0,0.0,0,Steven,0.0,0,0,0.0,99,False,0.0,0,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,0,0,0,39847.jpg,0.0,0,0,Defour,0.0,False,None,u,5,90,0.0,0,91,19,201,18,0.0,0.0,Defour,0
0,1,28,75,None,1,83314,0,0,-1,1,3.5,0,3,2.5,2.8,3,Jeff,2.8,1,1,7.5,100,False,43.6,125,Knock - 75% chance of playing,2019-09-21T16:30:10.837857Z,54,0,0,0,83314.jpg,3.7,0,0,Hendrick,0.1,False,None,d,5,90,28.0,11,1366,89,3597,629,0.5,2.0,Hendrick,0
1,2,84,None,None,2,60551,0,0,-1,1,162.4,0,3,3.7,3.2,8,Ashley,3.2,7,0,27.4,101,False,93.4,540,,None,54,0,0,0,60551.jpg,3.0,0,0,Westwood,0.5,False,None,a,5,90,19.0,18,11591,4689,30679,2021,0.6,3.3,Westwood,1
0,0,70,None,None,2,40145,0,0,0,0,51.5,0,3,2.7,2.2,3,Jack,2.2,7,0,17.0,102,False,63.4,527,,None,50,0,0,0,40145.jpg,2.3,0,0,Cork,0.3,False,None,a,5,90,55.0,14,9124,444,11020,1152,0.4,2.8,Cork,0
0,0,0,0,0,0,61603,0,0,0,0,0.0,0,3,0.0,0.0,0,Daniel,0.0,0,0,0.0,120,False,0.0,0,Ankle injury - Expected back 19 Oct,2019-09-07T11:00:18.052388Z,45,0,0,0,61603.jpg,0.0,0,0,Drinkwater,1.0,False,None,i,5,90,0.0,0,15542,125,103775,6640,0.0,0.0,Drinkwater,0
0,0,15,None,None,0,17349,0,0,-1,1,6.0,0,3,1.3,0.8,1,Aaron,0.8,5,0,2.8,430,False,15.2,207,,None,49,0,0,0,17349.jpg,0.8,0,0,Lennon,0.1,False,None,a,5,90,6.0,5,2593,177,6115,582,0.2,1.0,Lennon,2
2,3,128,None,None,2,39487,0,0,2,-2,72.6,1,2,3.5,3.0,7,Erik,3.0,7,0,21.1,447,False,135.4,540,,None,47,0,0,0,39487.jpg,4.5,0,0,Pieters,11.6,False,None,a,5,90,3.0,27,806151,118110,206652,20359,0.6,5.7,Pieters,0
0,0,10,None,None,0,44683,0,0,-3,3,1.4,0,4,1.5,1.0,1,Jay,1.0,3,0,3.6,451,False,7.2,99,,None,57,0,0,0,44683.jpg,1.0,0,0,Rodriguez,0.2,False,None,a,5,90,27.0,6,4703,418,21654,1148,0.2,1.1,Rodriguez,0
0,0,0,None,None,0,220037,0,0,0,0,0.0,0,1,0.5,0.0,0,Bailey,0.0,0,0,0.0,495,False,0.0,0,,None,45,0,0,0,220037.jpg,0.0,0,0,Peacock-Farrell,0.1,False,None,a,5,90,0.0,0,705,100,1733,183,0.0,0.0,Peacock-Farrell,0
1,0,45,None,None,0,82263,0,0,-3,3,60.9,0,2,2.5,1.0,1,Marcos,1.5,3,0,13.6,103,False,46.8,166,,None,62,0,0,0,82263.jpg,2.0,0,0,Alonso,2.5,False,None,a,6,8,29.0,6,39600,18323,192241,8325,0.2,1.0,Alonso,1
0,0,9,0,50,0,102380,0,0,0,0,0.9,0,2,0.6,-0.1,0,Antonio,0.2,0,0,5.7,104,False,6.6,45,Groin Injury - Unknown return date,2019-09-14T17:00:16.188229Z,60,0,0,0,102380.jpg,1.0,0,0,Rüdiger,0.1,False,None,i,6,8,49.0,1,2923,207,5405,818,0.0,0.2,Rüdiger,0
2,0,102,None,None,0,41328,0,0,-1,1,168.3,0,2,3.5,2.0,4,César,2.5,13,0,36.1,105,False,151.2,540,,None,59,0,0,0,41328.jpg,2.0,0,0,Azpilicueta,6.0,False,None,a,6,8,41.0,12,79466,25323,222639,15301,0.4,2.0,Azpilicueta,0
0,0,74,0,50,0,109533,0,0,0,0,98.9,0,2,0.9,0.2,1,Emerson,0.8,10,0,27.6,107,False,102.4,374,Hamstring injury - Expected back 19 Oct,2019-09-08T20:30:10.510601Z,55,0,0,0,109533.jpg,1.0,0,0,Palmieri dos Santos,1.1,False,None,i,6,8,74.0,5,152652,682,173597,19281,0.1,0.9,Emerson,0
0,0,66,100,None,0,135363,0,0,0,0,16.2,0,2,0.9,-0.3,0,Andreas,0.2,11,0,12.7,108,False,91.6,401,,2019-09-22T18:00:11.149217Z,50,0,0,0,135363.jpg,0.6,0,0,Christensen,0.9,False,None,a,6,8,19.0,3,50259,1387,64849,10846,0.0,0.6,Christensen,1
0,0,0,0,0,0,105700,0,0,-1,1,0.0,0,2,0.0,0.0,0,Davide,0.0,0,0,0.0,109,False,0.0,0,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,2019-08-21T19:30:16.936375Z,44,0,0,0,105700.jpg,0.0,0,0,Zappacosta,0.2,False,None,n,6,8,0.0,0,2819,38,24149,969,0.0,0.0,Zappacosta,0
0,0,13,75,None,1,44346,-1,1,-3,3,46.8,0,4,1.2,-0.3,0,Olivier,0.2,2,0,7.9,110,False,12.4,100,Illness - 75% chance of playing,2019-09-25T22:30:18.373788Z,67,0,0,0,44346.jpg,1.3,0,0,Giroud,1.3,False,None,d,6,8,21.0,4,53118,808,148610,7458,0.0,0.6,Giroud,0
0,0,88,None,None,0,109745,0,0,0,0,0.0,0,1,2.5,1.0,1,Kepa,1.5,13,0,10.3,111,False,103.0,540,,None,55,0,0,0,109745.jpg,1.3,0,12,Arrizabalaga,4.8,False,None,a,6,8,0.0,8,122434,17364,175045,15574,0.3,1.5,Kepa,0
0,0,0,None,None,0,20310,0,0,-1,1,0.0,0,1,1.0,-0.5,0,Willy,0.0,0,0,0.0,112,False,0.0,0,,None,49,0,0,0,20310.jpg,0.0,0,0,Caballero,0.2,False,None,a,6,8,0.0,0,1836,149,7310,542,0.0,0.0,Caballero,0
0,0,37,100,100,0,47431,0,0,0,0,20.1,0,3,2.5,1.0,2,Willian,1.5,5,0,6.5,113,False,21.6,235,,2019-07-30T11:00:13.285605Z,70,0,0,0,47431.jpg,1.4,0,0,Borges Da Silva,0.8,False,None,a,6,8,24.0,7,30566,8933,40457,4021,0.2,1.0,Willian,0
0,0,26,100,100,0,49579,0,0,0,0,82.1,0,3,1.0,-0.5,0,Pedro,0.0,5,0,14.3,114,False,32.4,180,,2019-08-24T13:30:14.550162Z,70,0,0,0,49579.jpg,2.0,0,0,Rodríguez Ledesma,1.5,False,None,a,6,8,29.0,4,116785,1727,235286,7232,0.0,0.6,Pedro,0
0,0,0,0,0,0,126187,0,0,-1,1,0.0,0,3,0.0,0.0,0,Ruben,0.0,0,0,0.0,115,False,0.0,0,Achilles injury - Unknown return date,2019-06-25T11:30:07.068350Z,64,0,0,0,126187.jpg,0.0,0,0,Loftus-Cheek,0.1,False,None,i,6,8,0.0,0,499,52,4239,199,0.0,0.0,Loftus-Cheek,0
0,0,0,100,25,0,209046,0,0,-1,1,0.0,0,3,0.2,-0.1,0,Callum,0.0,0,0,0.0,116,False,0.0,0,,2019-06-25T11:30:07.083018Z,59,0,0,0,209046.jpg,0.0,0,0,Hudson-Odoi,0.3,False,None,a,6,8,0.0,0,14622,9927,8561,953,0.0,0.0,Hudson-Odoi,0
0,0,29,None,None,0,88894,-1,1,-4,4,98.3,0,3,2.0,0.5,0,Ross,1.0,5,0,24.0,117,False,41.4,226,,None,56,0,0,0,88894.jpg,1.2,0,0,Barkley,2.1,False,None,a,6,8,100.0,5,64351,2468,390107,16742,0.2,0.9,Barkley,0
2,2,101,None,None,0,85955,0,0,0,0,101.9,0,3,4.8,3.3,2,Jorge Luiz,3.8,12,0,22.6,118,False,98.6,502,,None,50,0,0,0,85955.jpg,2.8,0,0,Frello Filho,3.6,False,None,a,6,8,24.0,17,148618,18744,177049,19538,0.8,3.4,Jorginho,3
0,1,35,100,50,0,116594,0,0,0,0,22.8,0,3,3.0,0.8,8,N'Golo,2.0,4,1,11.7,119,False,66.8,197,,2019-08-23T12:30:07.999173Z,50,0,0,0,116594.jpg,3.3,0,0,Kanté,5.0,False,None,a,6,8,28.0,10,181454,49829,347257,11309,0.4,2.0,Kanté,1
0,0,0,0,0,0,199598,-1,1,-1,1,0.0,0,3,0.0,0.0,0,Ethan,0.0,0,0,0.0,121,False,0.0,0,Joined RB Leipzig on loan until the end of the season on 22/7. - Expected back 01 Jul,2019-07-22T13:30:07.199042Z,44,0,0,0,199598.jpg,0.0,0,0,Ampadu,0.0,False,None,n,6,8,0.0,0,600,96,1239,113,0.0,0.0,Ampadu,0
2,0,44,None,None,0,176413,-1,1,-2,2,55.8,0,3,3.5,2.0,0,Christian,2.5,8,0,19.2,431,False,45.0,275,,None,73,0,0,0,176413.jpg,3.2,0,0,Pulisic,4.3,False,None,a,6,8,91.0,13,207917,4528,518630,69533,0.3,1.8,Pulisic,0
1,0,97,100,100,0,91651,0,0,0,0,69.3,0,3,3.5,2.0,1,Mateo,2.5,10,0,18.1,432,False,76.4,440,,2019-09-03T10:30:13.861397Z,55,0,0,0,91651.jpg,2.2,0,0,Kovacic,1.1,False,None,a,6,8,36.0,13,51779,3997,65236,6035,0.5,2.4,Kovacic,1
0,0,48,None,None,0,103192,-1,1,-2,2,4.7,0,2,1.2,-0.3,1,Kurt,0.2,11,0,9.9,459,False,64.4,453,,None,48,1,0,0,103192.jpg,0.3,0,0,Zouma,1.8,False,None,a,6,8,35.0,2,47592,3612,139889,10534,0.0,0.4,Zouma,1
0,9,175,100,100,0,173879,2,-2,5,-5,74.4,3,4,11.5,10.0,2,Tammy,10.5,9,7,53.4,460,True,241.8,403,,2019-09-14T17:00:16.854161Z,75,1,0,0,173879.jpg,7.3,0,0,Abraham,34.6,False,None,a,6,8,220.0,44,2325110,635226,278439,25316,1.4,5.9,Abraham,2
1,0,4,None,None,0,94245,-1,1,-4,4,11.1,0,4,2.5,1.0,1,Michy,1.5,2,0,7.9,461,False,15.4,33,,None,66,0,0,0,94245.jpg,2.0,0,0,Batshuayi,0.4,False,None,a,6,8,57.0,6,6712,1066,41882,1346,0.2,0.9,Batshuayi,0
0,0,0,0,0,0,167767,0,0,-2,2,0.0,0,3,0.0,0.0,0,Robert Kenedy,0.0,0,0,0.0,462,False,0.0,0,Joined Getafe on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-09-02T23:30:15.527764Z,53,0,0,0,167767.jpg,0.0,0,0,Nunes do Nascimento,0.0,False,None,n,6,8,0.0,0,700,15,3756,246,0.0,0.0,Kenedy,0
0,6,115,100,50,0,184341,1,-1,6,-6,184.7,0,3,6.2,2.4,2,Mason,5.2,13,3,56.4,463,False,179.8,540,,2019-09-17T21:00:14.257099Z,66,0,0,0,184341.jpg,5.5,0,0,Mount,26.6,False,None,a,6,8,198.0,33,2126984,340177,522341,73401,0.8,5.1,Mount,0
